,file_path,label,length
1764,train/tr_1127_tr12028.npy,0_291_4_200_226_953_232_40_4460_124_6_1223_755_9_3_2140_773_4_1949_41_46_17_3087_165_514_188_234_3_554_235_1500_357_22_84_1536_121_692_1,973
1765,train/tr_3922_tr40023.npy,0_5_245_665_1518_1412_693_12_143_749_41_245_17_116_6_221_3381_131_587_4_4574_4_5_92_12_318_9_2495_26_15_1,973
1766,train/tr_2028_tr21029.npy,0_1159_124_6_97_13_1840_2922_178_20_811_11_1803_14_313_4_1155_1001_4_120_13_2887_362_6_2712_29_30_2452_47_44_199_309_910_1159_31_1478_63_719_1,973
1767,train/tr_5767_tr58068.npy,0_3_852_7_250_345_212_2231_43_3_305_119_922_6_2241_3_2339_105_250_345_212_1824_2118_16_47_2107_482_8_3_775_57_250_345_212_1955_2187_1064_57_880_5_662_604_657_593_1885_140_1,973
1768,train/tr_745_tr08045.npy,0_275_14_1015_170_470_22_568_53_58_316_547_243_7_21_546_12_3771_251_1015_170_3_959_2563_54_1158_4_3_1240_3282_7_4_1047_4_1270_622_301_63_4381_34_5_4_180_15_5_92_2191_224_1,973
1769,train/tr_866_tr09066.npy,0_2388_69_1336_17_73_145_448_3_163_171_1846_63_36_18_1483_152_5_626_4_3_163_380_4_5_285_20_65_728_256_307_15_47_44_25_1539_93_1968_499_1,973
1770,train/tr_1372_tr14073.npy,0_3_842_223_4_177_4_5_61_53_1537_3_1220_101_145_35_64_6_6_655_77_6_39_164_603_6_123_53_543_17_61_67_1117_173_140_1,973
1771,train/tr_1718_tr18019.npy,0_5_145_32_23_1372_150_160_52_25_254_17_61_523_14_477_11_65_1171_36_150_160_52_17_1433_5_341_74_2137_283_69_65_1503_992_1,961
1772,train/tr_1235_tr13036.npy,0_2010_26_70_5_147_7_184_4_197_4_5_1519_20_412_4_296_7_113_8_308_114_117_46_19_55_623_135_1100_835_16_5_3854_13_2730_435_20_46_15_1,961
1773,train/tr_2626_tr27027.npy,0_372_1015_170_97_214_3_564_4_238_463_3_151_57_6_372_5_27_3576_25_24_12_4_4917_140_1,961
1774,train/tr_6001_tr61002.npy,0_3_1311_11_10_483_117_3_1055_20_8_1650_278_52_90_43_13_1613_142_131_30_78_7_587_4_19_3493_512_12_2399_20_939_4_155_78_137_693_113_4_567_122_1,961
1775,train/tr_3743_tr38044.npy,0_22_206_133_238_7_17_84_40_2745_621_51_5_290_5_19_844_207_22_83_3353_29_30_1840_44_25_111_7_3_2068_307_38_1,961
1776,train/tr_6060_tr61061.npy,0_673_9_10_17_151_7_3_137_439_218_724_19_1471_5_392_831_343_596_5_177_4_83_833_638_6_3_223_4_229_7_407_14_682_42_311_16_754_110_600_680_139_1,961
1777,train/tr_1949_tr20050.npy,0_5_225_10_1229_9_3_18_56_4_10_12_694_281_458_42_804_67_1750_140_1111_801_732_1,961
1778,train/tr_8141_tr82022.npy,0_5_18_5_361_202_7_1375_82_1693_47_30_2530_10_3_163_440_11_3_1573_317_187_82_108_5_290_5_13_327_3_1101_72_497_68_379_6_129_2841_221_1621_3370_7_459_1,961
1779,train/tr_7148_tr72049.npy,0_5_3868_479_639_41_46_3_1605_854_5_1755_1397_1078_3268_103_49_29_21_593_8_3_24_12_4_21_24_12_4_1204_19_26_3266_130_11_29_81_200_8_363_127_21_2976_307_10_1,961
1780,train/tr_5109_tr52010.npy,0_168_315_28_542_370_142_313_4_60_89_83_2576_140_690_19_26_83_103_3168_3_3221_16_2578_26_3573_732_1,961
1781,train/tr_2884_tr29085.npy,0_476_35_456_58_641_54_8_576_764_4_1500_357_3226_73_5_1926_5_1613_148_4838_1955_55_1737_303_2004_2934_720_12_915_3_1727_246_3_329_270_4_53_25_2173_1,961
1782,train/tr_3493_tr35094.npy,0_3_18_563_272_37_113_8_113_8_75_32_5_66_184_4_73_859_20_110_600_1016_154_7_333_1,961
1783,train/tr_8580_tr85101.npy,0_104_5_29_85_215_3_2151_2899_1936_579_16_524_1123_16_279_501_17_59_252_36_841_252_208_301_5_4_42_642_457_1,961
1784,train/tr_5009_tr51010.npy,0_199_35_21_844_130_794_32_325_19_55_241_6_5_2842_69_222_9_6_834_54_8_2666_22_76_3077_26_6_1230_1,961
1785,train/tr_998_tr10099.npy,0_612_28_6_3_4054_4_3_6_312_8_1068_219_14_19_55_1279_2453_8_3_561_176_3_164_33_3_381_8_1874_7_219_14_30_3125_127_230_892_85_38_1,961
1786,train/tr_4542_tr46043.npy,0_99_3412_1661_66_6_269_17_66_2742_2113_4_46_129_3046_152_92_3859_4821_7_10_379_2563_100_6_410_3023_9_5_19_2737_485_4_139_1,961
1787,train/tr_7894_tr79095.npy,0_74_1364_114_25_19_228_248_111_70_17_67_359_27_517_1286_72_215_465_218_242_9_1125_98_1255_2065_1414_1,961
1788,train/tr_8411_tr84052.npy,0_5_136_11_268_404_1145_48_2604_295_34_3_4755_268_404_2580_2287_3058_91_80_1,961
1789,train/tr_794_tr08094.npy,0_107_28_10_1119_1073_378_4294_2093_2937_286_6_347_128_24_369_3034_293_6_3034_293_25_12_21_2791_1080_3001_234_203_100_6_510_7_284_4117_87_1,961
1790,train/tr_715_tr08015.npy,0_17_2035_34_56_4_2953_4_390_79_1077_14_298_43_219_14_322_22_333_241_976_115_10_101_75_32_23_30_997_4_8_23_2206_125_27_15_1,961
1791,train/tr_8379_tr84020.npy,0_1845_51_17_453_431_11_3_6_312_2627_1198_131_5_6_312_2777_111_29_13_2622_515_8_62_2144_10_13_2429_45_1,961
1792,train/tr_10330_tr100052.npy,0_17_18_303_616_41_142_637_4_117_164_33_973_9_236_21_2955_13_3369_164_33_205_80_17_367_3_3439_8_5_162_4_3_3903_53_216_1153_1,961
1793,train/tr_1720_tr18021.npy,0_325_1642_952_41_3_19_2695_6_4758_54_3180_5_1708_150_160_52_6_12_1084_1122_310_118_16_185_626_77_6_101_32_53_13_2871_1153_1,961
1794,train/tr_2443_tr25044.npy,0_3_164_33_509_34_19_628_94_60_89_1227_28_291_4_820_33_66_116_339_1029_407_14_688_215_502_947_236_1,961
1795,train/tr_1843_tr19044.npy,0_17_276_1535_1007_4_5_342_36_18_5_626_4_5_18_3_554_25_3_218_724_1498_52_3_305_19_1139_160_18_1227_232_6_12_3820_62_10_3_554_25_318_740_1,961
1796,train/tr_6995_tr70096.npy,0_154_7_205_1889_11_932_33_5_18_47_883_47_2736_105_8_22_45_603_47_3175_125_64_6_70_5_61_3221_479_1569_152_47_4892_354_97_205_6_1,961
1797,train/tr_4933_tr50034.npy,0_3461_4_34_5_908_100_49_21_2070_3_662_184_72_54_604_142_9_6_67_336_111_55_48_30_3114_26_13_1943_1,961
1798,train/tr_862_tr09062.npy,0_297_70_2660_165_10_2519_165_10_526_331_171_109_2793_868_174_2486_522_165_1028_492_1962_1257_1135_868_683_6_19_2697_2586_605_127_2189_10_1,961
1799,train/tr_7198_tr72099.npy,0_159_1083_4_18_86_138_9_177_4_17_666_16_52_2558_11_161_23_2601_16_47_81_147_7_61_10_21_2428_1278_1083_4_40_488_232_67_2018_48_81_42_566_172_1,961
1800,train/tr_1476_tr15077.npy,0_5_443_5_429_311_37_431_11_3_137_439_3_2170_14_1027_3_493_917_301_877_6_320_4_2932_55_2403_48_81_42_566_850_4_1049_55_80_508_1218_1153_1,961
1801,train/tr_4379_tr44080.npy,0_5_3511_34_184_4_10_417_9_553_1808_32_5_672_58_1808_32_8_553_9_49_3_17_806_34_27_11_68_6_1968_499_1,961
1802,train/tr_2312_tr24013.npy,0_302_51_5_853_307_3_18_238_463_3_220_2766_278_52_378_129_60_306_1143_26_825_44_1,961
1803,train/tr_10313_tr100035.npy,0_3_163_3_1158_4_627_11_17_18_3_1158_4_258_68_131_508_264_1260_9_30_4168_317_806_71_622_24_12_4_12_372_119_464_3357_522_1221_172_1,961
1804,train/tr_10289_tr100011.npy,0_3_1197_2496_4_1917_33_4_39_3778_11_175_39_2030_1674_830_1659_245_8_18_49_1164_20_3993_31_22_84_1383_262_139_1,961
1805,train/tr_7558_tr76059.npy,0_1075_103_167_41_10_29_208_204_3418_2650_44_6_36_223_229_7_123_4842_58_410_427_12_167_135_2091_4_30_78_288_11_67_1750_140_1,961
1806,train/tr_1965_tr20066.npy,0_319_6_408_33_298_43_19_1910_23_13_2106_17_84_421_9_6_12_1980_1323_17_458_408_33_131_12_24_2882_347_34_1050_323_1,961
1807,train/tr_2740_tr28041.npy,0_556_34_6_30_2338_25_8_230_133_2008_2268_461_1804_4419_41_47_81_4360_7_13_1662_16_743_3_933_3126_105_1510_2367_54_25_581_8_72_7_2566_48_484_346_122_1,961
1808,train/tr_4576_tr46077.npy,0_3_3486_3_381_3792_11_99_1174_401_10_3_1811_39_7_16_735_14_2906_16_497_4_97_3_831_839_11_6_177_2347_122_1,961
1809,train/tr_8896_tr88057.npy,0_17_61_36_18_204_93_135_4_1529_36_418_676_11_1413_20_21_973_9_1040_9_6_2500_264_503_42_528_78_65_3422_15_1,961
1810,train/tr_9989_tr097071.npy,0_61_6_17_18_3_293_1226_42_2192_8_661_60_3947_27_30_78_555_419_1674_236_84_551_378_1516_58_737_224_1,961
1811,train/tr_7049_tr71050.npy,0_96_3_564_4_214_238_463_279_56_4_1447_372_1015_170_2491_6_1021_737_35_21_829_3696_428_9_1274_278_52_948_77_6_12_1851_56_4_2091_4_30_78_288_11_719_1,961
1812,train/tr_9080_tr90001.npy,0_5_1124_41_175_235_3533_2009_74_66_1842_3_1569_133_279_501_1013_527_152_3132_4_138_4_23_929_26_38_1,961
1813,train/tr_4006_tr41007.npy,0_17_3818_16_171_5_341_10_17_3427_39_183_2420_50_8_2735_58_548_2957_1157_16_934_35_246_6_17_4677_20_36_2182_284_1032_10_1,961
1814,train/tr_5314_tr54015.npy,0_3_381_8_3_6_312_893_32_10_12_18_226_78_3020_872_72_1595_14_174_17_3541_3092_4725_173_392_8_830_2811_24_204_577_166_48_360_597_69_575_410_425_10_604_1049_55_1153_1,961
1815,train/tr_8996_tr89037.npy,0_963_71_12_1033_51_4297_6_67_3288_140_30_1174_6_3234_7_8_3_207_126_6_269_120_60_57_2120_1235_6_22_4265_5_4_161_7_277_9_30_767_45_1,961
1816,train/tr_9975_tr097057.npy,0_18_159_432_14_3_4867_9_60_89_492_610_61_6_1391_54_8_518_128_519_4_12_59_3336_69_15_5_92_139_1,961
1817,train/tr_6722_tr68023.npy,0_513_7_8_19_55_527_34_6_723_79_742_51_5_896_43_42_216_47_182_1633_153_51_60_89_5_118_16_185_203_26_6_46_894_32_53_2485_44_1,961
1818,train/tr_2473_tr25074.npy,0_3_564_4_1165_134_525_4_334_16_8_3_2245_19_9_72_134_421_22_3208_603_2844_4481_1,961
1819,train/tr_345_tr04045.npy,0_2125_211_4_118_16_185_737_1062_52_75_1888_37_3_743_235_582_343_492_3_888_7_3913_39_217_181_331_16_462_50_3_506_24_1616_1493_27_2281_692_1,961
1820,train/tr_7278_tr73079.npy,0_569_14_308_1584_1022_4304_17_415_77_47_2462_275_14_2195_57_1015_60_89_17_381_2463_630_11_518_14_637_4_117_2120_1235_10_1818_146_1,961
1821,train/tr_3285_tr33086.npy,0_107_28_10_21_3359_1748_11_48_13_216_3387_17_399_11_8_17_3890_390_79_5_195_4743_3503_2056_11_1155_1001_4_15_1,961
1822,train/tr_509_tr06009.npy,0_551_32_6_1075_35_581_66_1108_5_471_1487_157_209_35_118_16_551_29_2787_24_1616_53_3975_45_1,961
1823,train/tr_3627_tr37028.npy,0_86_138_9_535_4_3_150_160_52_8_3_1388_71_176_3_3347_14_272_37_3448_3046_134_1908_37_5_1388_71_176_1349_271_16_663_3_318_9_6_113_8_2365_14_886_1351_1,961
1824,train/tr_6347_tr64048.npy,0_424_28_3_392_3_10_1334_810_31_6_187_82_108_1493_932_9_3_712_2055_598_27_48_54_16_136_11_6_4398_924_11_70_620_1398_4_67_2888_5_224_1,961
1825,train/tr_346_tr04046.npy,0_3_18_3436_123_54_553_1284_590_5_478_9_24_12_4_5_308_1680_2132_43_240_4887_1300_6_3_371_222_1200_4_290_5_290_59_3346_6_67_172_1,961
1826,train/tr_3473_tr35074.npy,0_1610_9_510_7_430_3_1081_88_3_482_2891_8_3_1848_95_4_682_23_2878_7_1096_1,961
1827,train/tr_1458_tr15059.npy,0_66_180_23_1751_5_4_7_363_8_23_1682_88_110_12_2980_14_29_2087_26_13_327_3263_4267_1143_26_1655_4_3_388_1453_29_81_2831_1148_1455_1,961
1828,train/tr_413_tr05013.npy,0_1197_892_37_61_12_360_507_2030_264_54_107_68_343_20_3_3749_57_6_50_31_211_4_5_645_574_72_2085_99_33_14_10_685_122_1,961
1829,train/tr_10092_tr098054.npy,0_13_2169_243_1287_1363_6_402_12_253_2010_26_6_48_447_20_15_3_984_6_67_1065_546_5_775_7_12_2984_4_939_4_22_1465_25_8_647_6_42_40_902_1536_792_1,961
1830,train/tr_3215_tr33016.npy,0_104_397_183_21_3619_5_4_310_1703_4_430_17_2849_1122_2722_46_3_21_2956_74_1191_286_1514_2127_577_3_12_10_1,961
1831,train/tr_3880_tr39081.npy,0_1030_105_180_74_3646_25_289_14_202_7_604_3_367_731_14_1777_2340_198_3031_5_4_8_3_217_316_1879_16_47_1957_2007_1,961
1832,train/tr_5463_tr55064.npy,0_298_43_219_34_115_10_87_1911_10_6_5_4_611_4_611_4_120_12_328_12_1190_57_408_33_21_2011_331_698_694_2038_120_12_5_536_57_222_32_49_22_1644_2043_1,961
1833,train/tr_28_tr01028.npy,0_4622_7_125_6_3_1574_4_401_977_726_31_13_2539_118_16_4266_10_12_3163_2795_1122_4_118_16_2392_43_22_84_139_1,960
1834,train/tr_2523_tr26024.npy,0_5_2531_1661_5_18_46_5_1446_16_1320_75_32_337_14_73_229_7_22_84_2992_454_1,948
1835,train/tr_4167_tr42068.npy,0_315_28_238_463_5_222_9_49_1640_26_6_1101_974_183_2271_577_35_725_9_22_76_3_46_894_288_11_1735_9_1626_1,948
1836,train/tr_4615_tr47016.npy,0_669_356_157_17_1082_28_96_764_4_390_79_708_7_248_378_120_53_543_47_387_221_736_481_391_25_13_4167_15_23_4355_1,948
1837,train/tr_7654_tr77055.npy,0_5_257_17_1546_3_154_7_222_32_23_387_493_32_42_652_124_27_5_1150_20_18_101_3_3768_885_4_12_2114_37_939_55_106_21_7_1568_271_3809_224_1,948
1838,train/tr_1779_tr18080.npy,0_17_73_144_223_315_28_953_936_19_466_63_46_19_2561_1669_25_796_246_10_23_1216_27_19_862_73_1723_7_4_686_141_203_26_10_1818_146_1,948
1839,train/tr_4220_tr43021.npy,0_18_8_2165_118_16_3_745_4_6_3_688_3673_242_800_4_5_1708_17_612_4_235_49_48_548_125_42_106_44_19_287_192_32_2844_4481_1,948
1840,train/tr_2917_tr30018.npy,0_18_8_61_3_1605_75_1090_592_6_972_5_2336_58_3_1523_540_77_6_5_2510_4_22_66_367_830_49_59_140_91_80_1,948
1841,train/tr_2784_tr28085.npy,0_360_9_20_8_608_413_113_3095_15_2121_3_852_7_383_170_11_22_608_10_3_852_7_422_160_162_583_20_3_1894_9_6_59_1491_7_1983_1301_7_10_53_906_20_178_20_101_120_2181_5_4_15_1,948
1842,train/tr_6523_tr66024.npy,0_5_367_46_3_672_58_56_4_850_4_3_218_138_217_26_3595_35_6_3_687_1139_8_3_3827_485_2638_191_11_6_12_2680_4_5_658_7_3_684_150_160_52_25_254_187_82_108_5_2336_58_49_203_26_172_1,948
1843,train/tr_7692_tr77093.npy,0_3_245_6_2142_123_1571_2124_4882_271_201_6_99_52_4131_253_24_265_227_3113_34_856_152_18_3742_9_6_343_926_16_3_245_6_442_14_19_4_486_125_280_1,948
1844,train/tr_7617_tr77018.npy,0_5_19_844_3_4640_51_632_130_145_64_6_266_883_8_266_3175_125_5_2556_98_26_96_97_68_1945_26_6_23_2573_71_27_5_1215_77_13_327_6_2716_25_2633_224_1,948
1845,train/tr_3851_tr39052.npy,0_275_14_50_274_31_589_108_69_12_66_1886_22_798_569_14_5_283_307_5_164_33_235_23_4697_715_38_1,948
1846,train/tr_10545_tr30106.npy,0_104_5_29_85_215_3_2151_2899_1936_579_16_524_1123_16_279_501_17_59_252_36_841_252_533_5_4_42_642_457_1,948
1847,train/tr_1025_tr11026.npy,0_3_163_440_11_64_57_6_427_99_155_2280_8_155_72_3283_1017_26_6_723_121_2266_82_692_1,948
1848,train/tr_8812_tr87093.npy,0_2131_818_737_103_13_698_50_1918_16_514_69_13_698_516_3901_4_6_1449_1062_10_2601_228_880_109_8_36_4880_57_707_710_111_171_1,948
1849,train/tr_6788_tr68089.npy,0_17_303_616_41_142_131_5_40_4462_14_268_57_36_395_1447_29_83_3669_27_517_1718_14_324_1381_12_3339_33_129_2211_12_6_1,948
1850,train/tr_7836_tr79037.npy,0_209_35_729_3_412_28_6_551_5_489_33_2253_943_23_679_3_412_4_2243_11_3_327_7_604_8_70_242_503_48_1230_198_1590_1,948
1851,train/tr_5960_tr60061.npy,0_2147_500_11_1551_26_3_327_7_2763_11_29_804_739_54_3_840_45_663_39_990_446_5_59_2190_26_750_466_1713_11_2393_71_78_24_265_6_3_263_10_14_4_410_804_139_1,948
1852,train/tr_6103_tr62004.npy,0_510_7_430_3_957_426_4_2652_14_3846_695_6_3594_55_620_13_2167_910_349_730_140_1,948
1853,train/tr_2164_tr22065.npy,0_22_239_66_214_3_429_1181_3_137_693_3_1855_918_2422_36_1436_695_626_4_6_624_1737_869_1268_746_16_3_283_724_746_16_47_44_2196_904_1082_20_1,948
1854,train/tr_647_tr07047.npy,0_182_70_1686_9_611_22_3286_135_27_3308_124_3_4093_80_8_5_20_274_1038_21_17_20_262_112_900_340_1014_3_474_4_157_1048_4_36_291_4_144_2844_3330_1,948
1855,train/tr_91_tr01091.npy,0_318_9_223_66_820_33_75_1267_213_4_2648_781_47_770_4_24_4081_1024_2648_7_213_4_145_351_705_284_27_1,948
1856,train/tr_3423_tr35024.npy,0_249_4_157_3_787_198_526_444_10_5_222_9_49_1812_50_146_1033_51_1211_14_35_4_410_390_34_10_139_1,948
1857,train/tr_4967_tr50068.npy,0_315_28_238_463_222_9_49_1640_26_6_1101_974_183_2271_577_35_725_9_22_876_3_46_894_288_11_139_1,948
1858,train/tr_1515_tr16016.npy,0_364_726_25_3263_16_2636_1499_14_5_225_10_22_3_235_9_183_19_862_145_35_351_1183_16_3_164_33_1011_4_215_9_10_21_2736_792_1,948
1859,train/tr_5078_tr51079.npy,0_3_1055_20_788_264_121_175_39_3_691_7_260_135_352_12_18_9_6_4872_37_107_4_38_21_86_5_2566_34_4_5_3_374_34_96_75_32_3380_72_44_1,948
1860,train/tr_2543_tr26044.npy,0_18_17_4255_14_4_4888_2636_164_33_67_14_17_144_12_400_35_688_23_2547_15_1,948
1861,train/tr_7574_tr76075.npy,0_159_2381_30_2412_27_841_121_217_246_16_3_2688_9_3_852_7_318_1083_97_1287_3_915_3_283_982_318_5_13_292_121_5_506_15_1,948
1862,train/tr_9977_tr097059.npy,0_5_18_8_61_23_3057_321_128_910_32_6_29_1858_306_44_59_93_13_954_52_67_14_532_404_6_2746_264_692_1,948
1863,train/tr_3868_tr39069.npy,0_3_18_496_21_138_111_1289_54_8_214_3_1188_4_235_202_496_5_795_5_350_26_3_1361_231_432_14_42_3794_10_67_1750_140_1,948
1864,train/tr_9734_tr095056.npy,0_3_261_9_36_25_1444_4_19_9_3834_728_1117_4380_248_326_5_1926_63_23_1372_3_220_157_3_1497_2345_56_4_6_849_4092_11_6_5_1280_43_223_33_102_140_1,948
1865,train/tr_7622_tr77023.npy,0_12_529_37_117_613_94_5_237_8_5_957_4_39_447_1171_4_3_1284_590_313_4_46_669_356_3_325_19_55_2741_28_24_248_42_4412_26_1137_77_6_65_719_15_1,948
1866,train/tr_7975_tr80076.npy,0_3_18_3_6_312_8_1068_219_14_17_842_390_79_885_54_23_81_3_218_724_705_2037_702_281_6_1022_1731_479_9_6_99_13_2417_9_468_67_444_1,948
1867,train/tr_5660_tr57061.npy,0_2147_500_11_854_3_327_7_2763_11_29_804_739_54_3_840_45_663_39_990_446_5_59_2190_26_750_466_1713_11_2393_71_2092_24_265_6_3_263_10_14_4_410_804_139_1,948
1868,train/tr_7409_tr75010.npy,0_555_706_288_11_18_1364_114_5_2852_80_19_287_820_846_49_70_147_7_10_24_20_696_49_526_4374_1501_140_1,948
1869,train/tr_2452_tr25053.npy,0_5_3534_4254_462_3_1055_420_424_4_47_8_13_3341_257_7_6_17_1159_132_11_1470_2321_1223_4034_1656_779_1302_8_27_1,948
1870,train/tr_7839_tr79040.npy,0_250_988_236_17_88_646_158_83_2081_610_2678_25_3196_31_74_196_11_2800_114_489_33_15_5_92_4228_45_1,948
1871,train/tr_7126_tr72027.npy,0_17_4688_43_4_276_9_16_279_56_4_5_14_49_21_4011_667_5_504_7_1797_2832_2676_32_49_3_1686_2181_27_64_6_1948_26_6_5_217_12_192_19_2487_224_1,948
1872,train/tr_1115_tr12016.npy,0_513_7_8_275_34_48_3740_34_236_138_306_105_27_8_1560_316_234_6_12_1228_4_266_2224_956_12_711_786_141_161_7_273_231_534_1,948
1873,train/tr_1077_tr11078.npy,0_5_225_10_297_7_12_40_2532_4_8_21_1086_148_155_248_5_1611_4_3_50_10_1421_4_990_63_21_13_3342_9_4652_1,948
1874,train/tr_5856_tr59057.npy,0_18_324_239_424_28_6_36_136_11_3_311_105_500_11_12_59_1754_4_537_541_14_5_245_5_361_1101_1430_5_92_61_3829_1262_1,948
1875,train/tr_7485_tr75086.npy,0_2343_296_57_23_973_9_67_14_1723_7_4_168_213_4_1723_7_4_23_25_262_12_136_51_268_404_15_1,948
1876,train/tr_3230_tr33031.npy,0_513_7_8_839_51_149_5_565_72_10_513_7_5_1686_2279_17_1342_2606_349_3_142_3029_63_620_236_69_3_46_894_32_825_44_1,948
1877,train/tr_9475_tr093037.npy,0_372_119_464_1834_26_2897_2610_42_81_257_7_651_22_300_11_78_713_138_25_3_119_464_2653_4_5_341_1255_4323_1319_130_45_1,948
1878,train/tr_3089_tr31090.npy,0_3_394_1160_4_859_20_2365_14_22_712_12_826_4_368_1898_2030_2079_37_249_4_229_7_351_29_2547_3023_140_1,948
1879,train/tr_2341_tr24042.npy,0_10_483_13_905_42_30_1269_149_5_2142_1320_497_55_1990_7_471_1935_62_534_1,948
1880,train/tr_2716_tr28017.npy,0_484_3099_1771_4_127_5_14_4_3101_160_1473_666_53_47_81_953_83_4_220_977_254_1748_11_10_5_556_34_53_4110_44_21_546_42_635_3_2828_3415_181_169_267_45_1,948
1881,train/tr_2993_tr30094.npy,0_2545_3381_2161_20_1762_3_257_3_263_90_43_919_14_162_170_153_436_380_28_6_36_118_16_185_29_3167_4063_105_1728_354_1,948
1882,train/tr_3631_tr37032.npy,0_3071_71_5_377_49_202_850_4_796_2465_4_3624_7_6_5_1110_2280_146_1,948
1883,train/tr_5035_tr51036.npy,0_104_192_196_11_6_3266_2221_608_47_425_24_265_6_1499_65_883_3_1207_7_964_62_2361_20_6_2563_54_746_16_65_295_1763_139_1,948
1884,train/tr_5069_tr51070.npy,0_70_29_85_202_182_3368_99_33_806_212_423_428_7_575_1199_50_3851_6_259_1983_492_3252_348_38_23_871_4_610_605_27_3851_20_7_1096_1,948
1885,train/tr_6218_tr63019.npy,0_3_561_176_56_4_5_1543_34_5_437_3_986_16_318_32_5_290_116_319_16_291_4_229_7_407_14_5_2768_5_1134_295_293_19_4516_4_29_4881_252_23_2831_37_118_16_85_58_3103_1,948
1886,train/tr_3318_tr34019.npy,0_3_1591_37_3_542_370_142_313_4_3_1092_6_4275_271_8_30_3125_6_952_846_38_47_44_3482_1,948
1887,train/tr_176_tr02076.npy,0_325_1326_6_258_14_2118_683_6_5_31_4_226_26_2758_425_12_6_1629_2385_114_63_39_591_352_63_31_5_3_4684_349_49_3783_21_441_1,948
1888,train/tr_8523_tr85044.npy,0_115_6_3611_100_6_5_385_286_3_1194_4977_4_194_16_196_11_3_474_4_17_27_8_6_2722_3_1415_32_233_7_15_1,948
1889,train/tr_4513_tr46014.npy,0_3_117_46_110_23_883_4_1588_51_60_89_369_5_203_26_36_785_16_3263_1574_4_214_9_6_337_14_3_1053_4_24_997_38_1,948
1890,train/tr_4581_tr46082.npy,0_27_8_6_924_1772_557_1685_12_3068_696_549_29_190_34_2746_768_70_90_4_273_30_1114_423_31_12_1215_707_12_3891_549_27_3000_21_86_1,948
1891,train/tr_7674_tr77075.npy,0_159_5_18_1734_11_238_7_5_1779_4_240_3352_6_3_118_16_1964_272_37_2381_318_356_3_2581_5_291_4_229_7_3_18_351_15_1,948
1892,train/tr_7850_tr79051.npy,0_484_19_94_359_88_2421_943_23_387_8_10_14_77_6_23_479_649_3922_1733_234_101_38_1,948
1893,train/tr_8939_tr88100.npy,0_475_1505_11_12_400_35_377_53_1078_26_1272_36_453_3_394_431_11_8_36_666_62_964_62_21_3999_25_377_30_17_8_25_8_243_1,948
1894,train/tr_4721_tr48022.npy,0_104_31_48_81_3_1819_3_564_4_1145_47_311_16_23_2000_5_4_272_37_86_1046_28_8_3_416_46_1068_32_17_395_349_131_750_466_506_86_40_3156_15_459_1,948
1895,train/tr_2061_tr21062.npy,0_5_795_10_1069_25_1169_33_993_305_22_186_164_71_6_5_1208_682_29_81_956_452_2222_731_102_1481_705_9_305_22_474_1063_763_1,948
1896,train/tr_8831_tr87112.npy,0_10_7_1765_42_12_25_17_84_3_659_9_90_43_240_6_930_33_5_25_5_553_9_998_14_401_609_811_11_729_15_1,948
1897,train/tr_7167_tr72068.npy,0_298_43_219_14_241_3_330_5_3610_3_455_4_849_3_1369_114_2742_2113_4_3021_352_3_218_724_1215_114_8_3194_352_29_409_3_36_33_237_3487_39_38_1,948
1898,train/tr_6772_tr68073.npy,0_74_400_35_151_7_315_28_500_11_61_8_18_24_507_1272_515_548_125_5_4_7_24_282_25_999_5_13_14_585_23_60_768_336_1088_198_7_2030_4476_958_3754_1,948
1899,train/tr_29_tr01029.npy,0_623_3060_4_30_960_71_27_2479_7_892_3690_521_4_6_23_717_33_253_8_23_2819_13_2730_623_3060_4_280_1717_1,948
1900,train/tr_4121_tr42022.npy,0_2032_9_3_18_8_3_623_9_429_3_1332_839_11_29_1688_674_41_127_4804_189_2838_675_850_4_3120_9_42_3175_125_1063_763_1,948
1901,train/tr_1765_tr18066.npy,0_319_6_408_33_298_43_19_1910_23_13_2106_17_84_421_9_6_12_1980_1323_17_458_408_33_131_12_1586_228_347_34_1050_323_1,948
1902,train/tr_496_tr05096.npy,0_513_7_8_18_1076_232_6_36_455_4_1214_571_14_183_966_7_577_544_411_4171_11_328_18_5_381_9_10_27_4341_991_2053_550_601_2453_35_76_1,948
1903,train/tr_7587_tr76088.npy,0_104_209_35_215_10_212_696_10_17_401_336_4_131_5_1316_107_4_1320_73_64_6_369_5_2566_34_4_1095_7_29_2066_1127_1,948
1904,train/tr_8756_tr87037.npy,0_907_195_65_2431_228_11_15_179_4_477_11_21_801_122_4624_9_36_136_11_10_1038_32_413_591_256_28_15_1,948
1905,train/tr_7905_tr80006.npy,0_24_14_597_494_31_5_1978_173_276_1628_76_1944_100_5_1978_173_24_309_37_3427_39_6_22_1290_5_753_10_311_13_3715_3715_16_39_6_1297_807_1,948
1906,train/tr_5763_tr58064.npy,0_3685_49_219_34_115_10_87_1911_10_6_5_4_611_4_611_4_120_12_328_12_1190_57_408_33_21_2011_331_698_694_2038_120_12_5_536_57_222_32_49_22_1644_2043_1,948
1907,train/tr_1137_tr12038.npy,0_19_218_1780_35_3_1415_8_3_294_4_233_7_909_11_2475_26_23_2461_13_4438_26_12_473_9_233_7_21_3359_909_11_6_273_2450_27_15_1,948
